CustomerKey,FirstName,LastName,FullName,Age,MaritalStatus,Gender,DateFirstPurchase,CustomerCity
13813,Kristen,Sun,Kristen Sun,55,M,Female,2020-03-03,Tremblay-en-France
13814,Sarah,Walker,Sarah Walker,40,S,Female,2020-03-22,Bury
13815,Lacey,Lin,Lacey Lin,39,S,Female,2020-02-09,London
13816,Marissa,Henderson,Marissa Henderson,39,S,Female,2020-04-23,Peterborough
13817,Jenny,Huang,Jenny Huang,40,S,Female,2020-06-13,Colombes
13818,Dawn,Chander,Dawn Chander,40,S,Female,2020-01-31,Drancy
13819,Max,Gill,Max Gill,41,S,Male,2020-06-22,Les Ulis
13820,Danny,Alvarez,Danny Alvarez,55,M,Male,2018-03-28,London
13821,Allen,Lopez,Allen Lopez,56,M,Male,2018-03-01,Woolston
13822,Jay,Moyer,Jay Moyer,57,M,Male,2018-06-14,Erlangen
13823,Margaret,Zheng,Margaret Zheng,51,M,Female,2019-02-16,Verrieres Le Buisson
13824,Destiny,Wood,Destiny Wood,40,S,Female,2020-10-20,Werne
13825,Kelvin,Ma,Kelvin Ma,41,S,Male,2020-08-25,Lille
13826,Candice,He,Candice He,41,S,Female,2020-11-06,Darmstadt
13827,Nathan,Harris,Nathan Harris,41,M,Male,2020-07-17,Frankfurt
13828,Jessie,Travers,Jessie Travers,42,S,Female,2020-10-31,Frankfurt am Main
13829,Randall,Carlson,Randall Carlson,42,S,Male,2018-06-13,Grevenbroich
13830,Andrea,Cox,Andrea Cox,42,S,Female,2020-12-11,Esher-Molesey
13831,Eddie,Alvarez,Eddie Alvarez,43,S,Male,2020-03-06,Morangis
13832,Priscilla,Raji,Priscilla Raji,43,S,Female,2020-03-20,Courbevoie
13833,Noah,Lewis,Noah Lewis,43,S,Male,2020-11-18,Drancy
13834,Naomi,Suarez,Naomi Suarez,43,S,Female,2020-11-09,Morangis
13835,Hailey,Brooks,Hailey Brooks,43,S,Female,2020-08-28,Paris
13836,Dominic,Sara,Dominic Sara,43,S,Male,2018-06-01,Hof
13837,Alyssa,Lee,Alyssa Lee,42,S,Female,2020-11-12,Hof
13838,Jill,Rubio,Jill Rubio,43,S,Female,2020-09-11,Oxford
13839,Manuel,Madan,Manuel Madan,45,S,Male,2019-02-03,Roissy en Brie
13840,Tommy,Pal,Tommy Pal,45,M,Male,2019-02-25,Boulogne-sur-Mer
13841,Clayton,Kumar,Clayton Kumar,45,S,Male,2018-03-22,York
13842,Kenneth,Xie,Kenneth Xie,39,S,Male,2018-06-15,Braunschweig
13843,Warren,Xie,Warren Xie,44,S,Male,2020-03-11,Saint Germain en Laye
13844,Phillip,Mehta,Phillip Mehta,43,S,Male,2018-06-26,Paderborn
13845,Shawn,Nara,Shawn Nara,43,M,Male,2018-03-25,Kirkby
13846,Lisa,Zheng,Lisa Zheng,44,M,Female,2018-03-30,Newcastle upon Tyne
13847,Kurt,Tang,Kurt Tang,44,M,Male,2018-03-20,Oxford
13848,Melissa,Blue,Melissa Blue,41,S,Female,2020-02-09,W. Linn
13849,Preston,Rodriguez,Preston Rodriguez,47,S,Male,2019-07-08,Beaverton
13850,Anthony,Thompson,Anthony Thompson,46,S,Male,2020-06-03,Beverly Hills
13851,Seth,Moore,Seth Moore,47,S,Male,2020-11-11,Port Hammond
13852,Ian,Robinson,Ian Robinson,46,S,Male,2020-11-28,N. Vancouver
13853,Connor,Zhang,Connor Zhang,45,S,Male,2020-12-13,Newton
13854,Kyle,Parker,Kyle Parker,45,M,Male,2019-07-24,Chula Vista
13855,Sarah,Washington,Sarah Washington,40,S,Female,2019-07-22,Colma
13856,Ian,Scott,Ian Scott,48,S,Male,2019-07-12,Lincoln Acres
13857,Victoria,Thompson,Victoria Thompson,48,M,Female,2020-12-10,Woodburn
13858,Melanie,Richardson,Melanie Richardson,42,M,Female,2020-08-10,San Diego
13859,Kristin,Deng,Kristin Deng,48,M,Female,2020-12-24,Burlingame
13860,Olivia,Watson,Olivia Watson,46,M,Female,2020-02-01,Haney
13861,Hailey,Rogers,Hailey Rogers,41,M,Female,2020-07-30,Renton
13862,Andrew,Walker,Andrew Walker,46,M,Male,2019-07-23,Bellflower
13863,Kevin,Long,Kevin Long,47,M,Male,2020-09-08,Berkeley
13864,Robin,Torres,Robin Torres,41,M,Female,2020-07-06,Berkeley
13865,Mariah,Foster,Mariah Foster,47,M,Female,2019-07-31,Novato
13866,Mya,Butler,Mya Butler,46,M,Female,2019-08-13,San Diego
13867,Luke,Griffin,Luke Griffin,48,M,Male,2020-06-01,Lynnwood
13868,Shelby,Morris,Shelby Morris,49,S,Female,2020-03-24,Salem
13869,Anna,Morgan,Anna Morgan,50,M,Female,2020-11-02,Burlingame
13870,Jonathan,Clark,Jonathan Clark,50,M,Male,2019-08-25,Lebanon
13871,Sarah,Gonzales,Sarah Gonzales,44,S,Female,2019-08-07,Palo Alto
13872,Alyssa,Henderson,Alyssa Henderson,50,M,Female,2020-02-01,Marysville
13873,Russell,Jai,Russell Jai,47,M,Male,2019-08-05,Concord
13874,Alyssa,Bryant,Alyssa Bryant,38,M,Female,2020-07-24,Grossmont
13875,Samantha,Williams,Samantha Williams,49,M,Female,2021-01-24,El Cajon
13876,Sebastian,Murphy,Sebastian Murphy,49,M,Male,2020-07-11,Chula Vista
13877,Adam,Lal,Adam Lal,50,M,Male,2019-08-21,Lakewood
13878,Sebastian,Gray,Sebastian Gray,51,M,Male,2020-12-15,Oak Bay
13879,Derrick,Hernandez,Derrick Hernandez,50,S,Male,2020-09-08,Bellflower
13880,Marshall,Kumar,Marshall Kumar,51,S,Male,2020-07-07,Burien
13881,Jasmine,Wood,Jasmine Wood,45,S,Female,2020-08-27,Yakima
13882,Mariah,Russell,Mariah Russell,51,S,Female,2019-08-12,Imperial Beach
13883,Brandon,Lal,Brandon Lal,52,S,Male,2019-08-18,Long Beach
13884,Jada,Rogers,Jada Rogers,52,S,Female,2019-08-09,Bellingham
13885,Brian,Howard,Brian Howard,43,S,Male,2019-07-31,Tacoma
13886,Rachel,Taylor,Rachel Taylor,48,M,Female,2019-08-13,Colma
13887,Nathan,Scott,Nathan Scott,43,M,Male,2019-09-10,Spring Valley
13888,Ian,Brown,Ian Brown,40,S,Male,2020-10-29,Everett
13889,Robert,Martin,Robert Martin,52,S,Male,2019-09-14,Lebanon
13890,Jennifer,Carter,Jennifer Carter,47,S,Female,2019-09-11,Beaverton
13891,Aaron,Simmons,Aaron Simmons,52,M,Male,2020-05-07,Lakewood
13892,Spencer,Diaz,Spencer Diaz,47,S,Male,2019-08-29,Milwaukie
13893,Dalton,Carter,Dalton Carter,41,M,Male,2020-06-19,Beaverton
13894,Robyn,Ruiz,Robyn Ruiz,50,M,Female,2019-09-01,Bremerton
13895,Isabella,Brooks,Isabella Brooks,49,S,Female,2019-09-17,Bremerton
13896,Hailey,Mitchell,Hailey Mitchell,44,S,Female,2019-10-11,Burien
13897,Carol,Washington,Carol Washington,49,M,Male,2019-10-23,Burien
13898,Richard,Baker,Richard Baker,38,S,Male,2019-10-19,Corvallis
13899,Cameron,Jones,Cameron Jones,38,M,Male,2020-04-13,Olympia
13900,Isaac,Campbell,Isaac Campbell,39,M,Male,2020-04-19,Olympia
13901,Oscar,Foster,Oscar Foster,49,M,Male,2020-06-11,W. Linn
13902,Jeremiah,Simmons,Jeremiah Simmons,50,M,Male,2020-07-12,Concord
13903,Elijah,Hernandez,Elijah Hernandez,49,S,Male,2019-09-29,El Cajon
13904,Natalie,Thompson,Natalie Thompson,44,M,Female,2019-10-24,Imperial Beach
13905,Christian,Henderson,Christian Henderson,44,M,Male,2019-10-25,La Jolla
13906,Courtney,Evans,Courtney Evans,48,S,Female,2019-10-06,Olympia
13907,Misty,Xie,Misty Xie,48,S,Female,2019-10-21,Bremerton
13908,Alyssa,Diaz,Alyssa Diaz,54,S,Female,2020-05-07,Cliffside
13909,Riley,Price,Riley Price,54,S,Female,2020-05-05,Haney
13910,Isabelle,Butler,Isabelle Butler,48,S,Female,2019-10-06,Sedro Woolley
13911,Andrea,Kelly,Andrea Kelly,54,S,Female,2019-09-30,Seattle
13912,Caroline,Simmons,Caroline Simmons,48,S,Female,2019-11-06,Coronado
13913,Angela,Rogers,Angela Rogers,53,S,Female,2020-07-08,Berkeley
13914,Abigail,Bell,Abigail Bell,54,M,Female,2020-04-26,Chula Vista
13915,Allison,King,Allison King,49,S,Female,2019-11-17,Glendale
13916,Eduardo,Ward,Eduardo Ward,43,S,Male,2020-12-14,Westminster
13917,Samuel,Allen,Samuel Allen,55,S,Male,2019-11-27,Novato
13918,Armando,Blanco,Armando Blanco,55,S,Male,2020-12-16,Burnaby
13919,Grace,Smith,Grace Smith,95,M,Female,2021-01-04,Glendale
13920,Amanda,Rogers,Amanda Rogers,55,S,Female,2020-04-07,Sooke
13921,Joseph,Jones,Joseph Jones,50,M,Male,2020-10-04,Concord
13922,Jackson,Foster,Jackson Foster,50,M,Male,2020-11-14,Salem
13923,Steven,Howard,Steven Howard,51,S,Male,2020-04-10,Grossmont
13924,Hannah,Hall,Hannah Hall,45,S,Female,2020-06-28,San Diego
13925,Wyatt,Barnes,Wyatt Barnes,50,S,Male,2019-10-31,Redwood City
13926,Dalton,Hill,Dalton Hill,56,S,Male,2020-05-05,Ballard
13927,Gabriel,Gonzales,Gabriel Gonzales,55,S,Male,2019-11-19,Bellflower
13928,Nathaniel,Morris,Nathaniel Morris,56,M,Male,2020-12-11,Tacoma
13929,Robert,Hayes,Robert Hayes,57,S,Male,2021-01-27,Lake Oswego
13930,Samantha,Coleman,Samantha Coleman,51,M,Female,2020-10-28,W. Linn
13931,Luke,Hernandez,Luke Hernandez,51,M,Male,2020-07-29,Redmond
13932,Timothy,Sanchez,Timothy Sanchez,52,M,Male,2020-11-06,El Cajon
13933,Isabella,Richardson,Isabella Richardson,58,M,Female,2020-02-26,Torrance
13934,Luis,Young,Luis Young,48,M,Male,2020-12-06,Issaquah
13935,Kimberly,Sanchez,Kimberly Sanchez,53,M,Female,2020-03-02,Oakland
13936,Nathan,Wilson,Nathan Wilson,52,M,Male,2020-05-23,Langley
13937,Victoria,Ware,Victoria Ware,40,S,Female,2020-08-05,Milwaukie
13938,Alejandro,Cai,Alejandro Cai,51,M,Male,2019-11-27,Bellflower
13939,Eduardo,Ramirez,Eduardo Ramirez,52,S,Male,2019-11-20,Burbank
13940,Emma,Simmons,Emma Simmons,51,S,Female,2020-08-08,Long Beach
13941,Brittany,Hayes,Brittany Hayes,47,M,Female,2020-05-03,Port Hammond
13942,Seth,Long,Seth Long,59,M,Male,2020-03-07,Downey
13943,Kelly,Bryant,Kelly Bryant,53,M,Female,2020-09-04,Los Angeles
13944,Andrew,Moore,Andrew Moore,59,M,Male,2020-02-06,Newton
13945,Yolanda,Luo,Yolanda Luo,58,M,Female,2020-03-15,Bellingham
13946,Jason,Powell,Jason Powell,60,M,Male,2021-01-14,Portland
13947,Megan,Hughes,Megan Hughes,59,M,Female,2019-12-05,Oregon City
13948,Susan,Ma,Susan Ma,60,S,Female,2019-12-10,Berkeley
13949,Dwayne,Ramos,Dwayne Ramos,59,M,Male,2019-12-25,Berkeley
13950,Meredith,Hernandez,Meredith Hernandez,61,M,Female,2020-09-27,Bellingham
13951,Dylan,Hughes,Dylan Hughes,89,S,Male,2020-09-26,Spokane
13952,Franklin,Ye,Franklin Ye,44,M,Male,2020-09-05,Melton
13953,Theresa,Munoz,Theresa Munoz,44,M,Female,2019-07-13,Newcastle
13954,Eddie,Ramos,Eddie Ramos,40,M,Male,2020-07-09,Hawthorne
13955,Andres,Raji,Andres Raji,49,M,Male,2019-07-07,Wollongong
13956,Dawn,Ma,Dawn Ma,50,S,Female,2020-08-11,Silverwater
13957,Meredith,Munoz,Meredith Munoz,46,S,Female,2019-07-18,Caloundra
13958,Diane,Martin,Diane Martin,51,M,Female,2019-07-02,Warrnambool
13959,Ebony,Carlson,Ebony Carlson,50,M,Female,2019-07-04,Melton
13960,Lacey,Kumar,Lacey Kumar,52,S,Female,2019-07-12,Silverwater
13961,Shawna,Raji,Shawna Raji,53,M,Female,2020-10-01,Sunbury
13962,Dawn,Li,Dawn Li,53,M,Female,2020-02-20,Springwood
13963,Veronica,Patel,Veronica Patel,52,M,Female,2020-05-01,Hobart
13964,Jasmine,Lewis,Jasmine Lewis,53,S,Female,2019-07-08,Sydney
13965,Barry,Sara,Barry Sara,47,M,Male,2019-07-27,Hervey Bay
13966,Darren,Dominguez,Darren Dominguez,53,M,Male,2019-07-12,Darlinghurst
13967,Glenn,Zhang,Glenn Zhang,54,S,Male,2019-07-07,Warrnambool
13968,Lydia,Sai,Lydia Sai,54,S,Female,2019-07-19,St. Leonards
13969,Roy,Martinez,Roy Martinez,45,S,Male,2020-09-20,Gold Coast
13970,Pedro,Rana,Pedro Rana,51,S,Male,2019-07-09,Hawthorne
13971,Bianca,Zhao,Bianca Zhao,51,S,Female,2019-07-27,Hervey Bay
13972,Eugene,Liang,Eugene Liang,54,S,Male,2020-10-11,Perth
13973,Bethany,Shan,Bethany Shan,55,S,Female,2019-07-17,Cloverdale
13974,Tina,Chandra,Tina Chandra,54,M,Female,2019-07-18,Milsons Point
13975,Johnny,Raje,Johnny Raje,49,S,Male,2019-08-23,Hobart
13976,Emmanuel,Smith,Emmanuel Smith,51,M,Male,2019-12-24,Bremerton
13977,Alexandra,Brown,Alexandra Brown,51,M,Female,2019-11-28,Issaquah
13978,Zoe,Peterson,Zoe Peterson,51,M,Female,2019-12-20,Renton
13979,Chloe,Jenkins,Chloe Jenkins,40,S,Female,2019-12-05,Puyallup
13980,Margaret,Liu,Margaret Liu,39,S,Female,2020-04-21,Beverly Hills
13981,Joy,Carlson,Joy Carlson,75,M,Female,2020-05-05,Hobart
13982,Clarence,Chander,Clarence Chander,75,M,Male,2020-03-14,North Sydney
13983,Logan,Collins,Logan Collins,75,M,Male,2020-03-08,Port Macquarie
13984,Adrian,Richardson,Adrian Richardson,40,S,Male,2019-12-09,San Diego
13985,Alexis,Wood,Alexis Wood,40,M,Female,2020-04-22,Spring Valley
13986,Chloe,Anderson,Chloe Anderson,39,M,Female,2019-01-08,Spring Valley
13987,Eduardo,Collins,Eduardo Collins,40,S,Male,2020-12-24,Langley
13988,Miguel,White,Miguel White,40,S,Male,2020-07-28,Newton
13989,Chloe,Bradley,Chloe Bradley,41,S,Female,2020-03-19,Burien
13990,Stephanie,Wood,Stephanie Wood,41,S,Female,2019-01-16,Salem
13991,Jack,Hayes,Jack Hayes,41,M,Male,2020-11-02,Sedro Woolley
13992,Gregory,Xie,Gregory Xie,41,S,Male,2019-01-04,Burlingame
13993,Zachary,Patterson,Zachary Patterson,40,M,Male,2019-01-07,Burlingame
13994,Isaac,Cook,Isaac Cook,73,M,Male,2019-08-11,Sydney
13995,Michele,Black,Michele Black,72,M,Female,2020-05-15,Melbourne
13996,Marie,Perez,Marie Perez,66,M,Female,2020-05-15,North Ryde
13997,Raquel,Hernandez,Raquel Hernandez,72,M,Female,2019-08-07,Perth
13998,Ethan,Martin,Ethan Martin,70,M,Male,2020-02-04,Cranbourne
13999,Elijah,Gonzales,Elijah Gonzales,40,M,Male,2019-01-25,Oakland
14000,Terry,Sharma,Terry Sharma,42,S,Male,2020-07-27,Beaverton
14001,Hunter,Hill,Hunter Hill,42,S,Male,2020-08-08,Beaverton
14002,Jacqueline,Reed,Jacqueline Reed,41,S,Female,2020-03-15,Burien
14003,Angel,Ramirez,Angel Ramirez,41,S,Male,2019-01-17,Portland
14004,Caitlin,Kelly,Caitlin Kelly,42,M,Female,2020-08-26,Daly City
14005,Noah,Hughes,Noah Hughes,42,M,Male,2019-02-23,Redwood City
14006,Brianna,Walker,Brianna Walker,41,M,Female,2019-02-04,San Carlos
14007,Rebekah,Garcia,Rebekah Garcia,64,M,Female,2019-08-11,Coffs Harbour
14008,Karen,Liu,Karen Liu,70,M,Female,2020-02-12,Geelong
14009,Brandy,Prasad,Brandy Prasad,64,M,Female,2020-10-14,Seaford
14010,Thomas,Moore,Thomas Moore,68,M,Male,2019-08-12,Melton
14011,Roger,Shen,Roger Shen,68,S,Male,2019-08-06,St. Leonards
14012,Eddie,Vazquez,Eddie Vazquez,52,M,Male,2019-08-25,Townsville
14013,Jimmy,Blanco,Jimmy Blanco,62,M,Male,2020-05-06,Hobart
14014,Leslie,Serrano,Leslie Serrano,62,M,Female,2020-05-20,Lane Cove
14015,Kurt,Lal,Kurt Lal,68,M,Male,2020-06-04,Sunbury
14016,Mary,Sandidge,Mary Sandidge,68,M,Male,2020-07-23,Milsons Point
14017,Chloe,Rodriguez,Chloe Rodriguez,38,S,Female,2019-01-29,San Diego
14018,Nina,Rai,Nina Rai,67,M,Female,2020-10-05,Bendigo
14019,Kathleen,Romero,Kathleen Romero,67,M,Female,2020-07-29,Cranbourne
14020,Kristine,Dominguez,Kristine Dominguez,65,S,Female,2019-08-27,South Melbourne
14021,Michelle,Richardson,Michelle Richardson,43,S,Female,2020-05-10,Kirkland
14022,Taylor,Lee,Taylor Lee,44,S,Female,2019-02-11,Marysville
14023,Beth,Carlson,Beth Carlson,43,S,Female,2019-02-17,Concord
14024,Hannah,Moore,Hannah Moore,43,S,Female,2019-02-23,Oakland
14025,Robert,Alexander,Robert Alexander,39,M,Male,2019-01-29,Seattle
14026,Chloe,Butler,Chloe Butler,45,S,Female,2019-02-11,Renton
14027,Carlos,Perez,Carlos Perez,46,M,Male,2020-08-07,Tacoma
14028,Patricia,Srini,Patricia Srini,46,S,Female,2020-07-19,Bellingham
14029,Christina,Morris,Christina Morris,42,M,Female,2021-01-28,Lake Oswego
14030,Lawrence,Sanz,Lawrence Sanz,63,S,Male,2019-08-24,Warrnambool
14031,Ruben,Suarez,Ruben Suarez,58,M,Male,2019-08-18,Newcastle
14032,Arthur,Chandra,Arthur Chandra,63,M,Male,2019-08-04,Silverwater
14033,Melinda,Torres,Melinda Torres,56,S,Female,2019-08-17,Findon
14034,Dennis,Liang,Dennis Liang,55,S,Male,2020-07-23,North Sydney
14035,Hunter,Hughes,Hunter Hughes,46,S,Male,2020-07-27,Imperial Beach
14036,Amanda,Torres,Amanda Torres,45,M,Female,2019-03-19,Oregon City
14037,Lydia,Sara,Lydia Sara,45,M,Female,2019-03-23,Berkeley
14038,Madison,Foster,Madison Foster,59,M,Female,2019-08-10,Sydney
14039,Nathan,Wang,Nathan Wang,54,S,Male,2019-08-14,Sunbury
14040,Stephanie,Morris,Stephanie Morris,56,S,Female,2020-06-12,El Cajon
14041,Danielle,Bell,Danielle Bell,56,S,Female,2020-05-04,Westminster
14042,Stephanie,Adams,Stephanie Adams,62,M,Female,2020-12-12,Yakima
14043,Mary,Gonzalez,Mary Gonzalez,62,S,Female,2020-03-05,Portland
14044,Thomas,Wright,Thomas Wright,62,M,Male,2019-03-24,Oakland
14045,Tanya,Ramos,Tanya Ramos,52,M,Female,2019-08-10,Brisbane
14046,Cheryl,Sanz,Cheryl Sanz,52,M,Female,2019-08-08,Melton
14047,Linda,Alvarez,Linda Alvarez,56,S,Female,2019-07-31,Wollongong
14048,Wyatt,Mitchell,Wyatt Mitchell,57,M,Male,2019-08-17,Bendigo
14049,Gina,Hernandez,Gina Hernandez,56,M,Female,2019-07-31,Gold Coast
14050,Manuel,Lopez,Manuel Lopez,53,S,Male,2019-08-08,Cloverdale
14051,Nathaniel,Rivera,Nathaniel Rivera,42,S,Male,2019-08-08,Hobart
14052,Jorge,Ma,Jorge Ma,47,S,Male,2020-01-30,Rockhampton
14053,Tamara,Huang,Tamara Huang,47,S,Female,2020-02-06,St. Leonards
14054,Reginald,Martin,Reginald Martin,59,M,Male,2020-11-29,Warrnambool
14055,Alejandro,Kumar,Alejandro Kumar,59,M,Male,2019-08-09,Rhodes
14056,Nelson,Sanz,Nelson Sanz,59,M,Male,2020-05-09,Bendigo
14057,Lance,Alonso,Lance Alonso,59,M,Male,2020-09-04,North Ryde
14058,Johnny,Anand,Johnny Anand,48,S,Male,2019-08-06,Brisbane
14059,Rodney,Ramos,Rodney Ramos,48,M,Male,2020-03-17,Melbourne
14060,Cedric,Sharma,Cedric Sharma,53,M,Male,2020-03-13,Melbourne
14061,Naomi,Torres,Naomi Torres,54,M,Female,2020-02-27,St. Leonards
14062,Madison,Clark,Madison Clark,55,S,Female,2019-08-19,Hervey Bay
14063,Patrick,Sands,Patrick Sands,49,S,Female,2019-08-16,Matraville
14064,Stacey,Li,Stacey Li,55,S,Female,2019-08-27,Townsville
14065,Samuel,Diaz,Samuel Diaz,56,S,Male,2019-08-06,Gold Coast
14066,Melody,Jimenez,Melody Jimenez,56,S,Female,2019-08-21,Geelong
14067,Larry,Sanz,Larry Sanz,57,S,Male,2020-04-11,Melbourne
14068,Brent,McDonald,Brent McDonald,57,M,Male,2020-05-02,North Sydney
14069,Joy,Serrano,Joy Serrano,51,M,Female,2020-08-27,North Sydney
14070,Ricky,Alonso,Ricky Alonso,60,S,Male,2019-08-17,South Melbourne
14071,Jack,Li,Jack Li,60,S,Male,2019-08-13,Rockhampton
14072,Allen,Smith,Allen Smith,62,M,Male,2020-07-23,Caloundra
14073,Gabriel,Alexander,Gabriel Alexander,84,M,Male,2020-02-13,Geelong
14074,Barbara,Xu,Barbara Xu,70,M,Female,2020-05-12,Gold Coast
14075,Robert,Harris,Robert Harris,42,S,Male,2020-04-23,La Jolla
14076,Justin,Ross,Justin Ross,43,M,Male,2020-05-03,Beaverton
14077,Bryan,Townsend,Bryan Townsend,43,S,Male,2020-08-01,Royal Oak
14078,Ryan,Alexander,Ryan Alexander,43,M,Male,2020-01-18,Haney
14079,Lauren,Price,Lauren Price,43,S,Female,2020-01-28,Metchosin
14080,Cynthia,Srini,Cynthia Srini,43,S,Female,2019-03-18,Beaverton
14081,Nicole,Butler,Nicole Butler,39,M,Female,2019-03-22,Oakland
14082,Johnny,Jai,Johnny Jai,39,S,Male,2020-12-14,Beaverton
14083,Nathan,Lopez,Nathan Lopez,38,M,Male,2019-03-12,Kirkland
14084,Robert,Lal,Robert Lal,39,S,Male,2020-05-04,Haney
14085,Nathan,Garcia,Nathan Garcia,39,M,Male,2020-04-24,Issaquah
14086,Maurice,Chander,Maurice Chander,73,M,Male,2020-10-22,Brisbane
14087,Harold,Garcia,Harold Garcia,82,S,Male,2020-02-08,Townsville
14088,Alexandra,Lopez,Alexandra Lopez,41,S,Female,2019-03-12,Woodburn
14089,Kaitlyn,Gray,Kaitlyn Gray,40,S,Female,2019-03-10,El Cajon
14090,Jennifer,Lewis,Jennifer Lewis,41,M,Female,2020-04-30,Daly City
14091,Logan,Thomas,Logan Thomas,41,S,Male,2020-01-31,N. Vancouver
14092,Maurice,Nath,Maurice Nath,41,S,Male,2020-09-08,Bellingham
14093,Jillian,Arthur,Jillian Arthur,42,S,Female,2020-08-23,Beverly Hills
14094,Amanda,Russell,Amanda Russell,42,S,Female,2020-04-26,West Covina
14095,Paige,Griffin,Paige Griffin,42,M,Female,2019-04-29,National City
14096,Samuel,Green,Samuel Green,39,S,Male,2020-06-11,Royal Oak
14097,Johnathan,Srini,Johnathan Srini,39,M,Male,2020-07-25,Ballard
14098,Allison,Lopez,Allison Lopez,40,M,Female,2019-04-11,Issaquah
14099,Rafael,Lin,Rafael Lin,79,M,Male,2020-03-17,Port Macquarie
14100,Alisha,Xu,Alisha Xu,72,M,Female,2020-06-12,Sunbury
14101,Franklin,Lal,Franklin Lal,76,M,Male,2019-08-27,Newcastle
14102,Lisa,Huang,Lisa Huang,77,S,Female,2019-08-16,North Ryde
14103,Monique,Blanco,Monique Blanco,75,S,Female,2019-08-03,Port Macquarie
14104,Sydney,James,Sydney James,42,S,Female,2019-04-02,Downey
14105,Jackson,Zhang,Jackson Zhang,42,S,Male,2019-04-06,Lincoln Acres
14106,Melissa,Hughes,Melissa Hughes,43,S,Female,2019-04-26,Oakland
14107,Alexandra,Garcia,Alexandra Garcia,44,S,Female,2020-03-19,Haney
14108,Thomas,Yang,Thomas Yang,44,S,Male,2020-04-08,N. Vancouver
14109,Aidan,Gonzales,Aidan Gonzales,44,M,Male,2019-04-28,San Diego
14110,Dakota,Simmons,Dakota Simmons,46,S,Male,2020-04-23,Langley
14111,Michael,Anderson,Michael Anderson,46,S,Male,2020-07-31,Oregon City
14112,Charles,Sanchez,Charles Sanchez,46,S,Male,2019-05-04,Colma
14113,Natalie,Lopez,Natalie Lopez,47,S,Female,2020-05-07,Walla Walla
14114,Chloe,Martin,Chloe Martin,47,M,Female,2021-01-28,Coronado
14115,Samantha,Gonzales,Samantha Gonzales,41,S,Female,2019-05-06,Corvallis
14116,Brianna,Torres,Brianna Torres,51,S,Female,2019-05-22,Sedro Woolley
14117,Emma,Cook,Emma Cook,50,S,Female,2019-05-26,Yakima
14118,Elizabeth,Ross,Elizabeth Ross,46,S,Female,2020-04-30,Royal Oak
14119,Paige,Cooper,Paige Cooper,52,S,Female,2020-04-24,Langley
14120,Gabrielle,Cooper,Gabrielle Cooper,52,M,Female,2019-05-22,Berkeley
14121,Devon,Goel,Devon Goel,52,S,Male,2019-05-29,Bremerton
14122,Kaitlyn,Miller,Kaitlyn Miller,71,M,Female,2020-04-16,Long Beach
14123,Erick,Mehta,Erick Mehta,39,M,Male,2020-03-21,East Brisbane
14124,Justin,Li,Justin Li,38,M,Male,2020-04-28,Goulburn
14125,Shane,Gonzalez,Shane Gonzalez,41,S,Male,2019-08-20,Findon
14126,Andy,Dominguez,Andy Dominguez,40,M,Male,2020-02-27,Sunbury
14127,Lacey,Zhang,Lacey Zhang,43,M,Female,2019-08-12,Caloundra
14128,Ian,Harris,Ian Harris,40,S,Male,2019-08-13,Rockhampton
14129,Monica,Martinez,Monica Martinez,39,M,Female,2019-08-01,Silverwater
14130,Rebekah,Serrano,Rebekah Serrano,40,M,Female,2019-08-03,Malabar
14131,Javier,Navarro,Javier Navarro,40,M,Male,2019-08-08,Coffs Harbour
14132,Brandon,Ross,Brandon Ross,42,S,Male,2019-08-16,Sunbury
14133,Ricardo,Kumar,Ricardo Kumar,41,S,Male,2019-08-11,Hervey Bay
14134,Cassandra,Fernandez,Cassandra Fernandez,42,S,Female,2019-08-01,Cloverdale
14135,Clayton,Xie,Clayton Xie,75,M,Male,2020-04-18,Roncq
14136,Louis,She,Louis She,76,M,Male,2020-05-23,Saint-Denis
14137,Joy,Ruiz,Joy Ruiz,75,M,Female,2018-06-27,Bottrop
14138,Vincent,He,Vincent He,75,S,Male,2018-06-05,Kassel
14139,Meredith,Sai,Meredith Sai,58,M,Female,2018-06-30,Kiel
14140,Meagan,Sai,Meagan Sai,58,M,Female,2018-06-06,Paderborn
14141,Ana,Bryant,Ana Bryant,59,S,Female,2019-02-19,Villeneuve-d'Ascq
14142,Damien,Zheng,Damien Zheng,58,M,Male,2020-10-29,Bonn
14143,Jill,Sandoval,Jill Sandoval,53,S,Female,2020-04-12,London
14144,Lee,Gutierrez,Lee Gutierrez,59,M,Male,2020-10-25,Cergy
14145,Jessie,Ye,Jessie Ye,60,S,Male,2020-02-06,Paris
14146,Toni,Sara,Toni Sara,60,M,Female,2018-04-19,Gateshead
14147,Marcus,Rivera,Marcus Rivera,61,M,Male,2018-07-30,Bottrop
14148,Shaun,Sharma,Shaun Sharma,61,M,Male,2018-08-27,Kassel
14149,Donald,Srini,Donald Srini,47,M,Male,2018-08-11,Ingolstadt
14150,Billy,Munoz,Billy Munoz,60,M,Male,2018-04-09,Leeds
14151,Marie,Martin,Marie Martin,43,S,Female,2020-09-16,Roncq
14152,Luke,Turner,Luke Turner,49,S,Male,2020-07-25,Villeneuve-d'Ascq
14153,Dylan,Lewis,Dylan Lewis,48,S,Male,2020-05-11,Hof
14154,Willie,Gao,Willie Gao,43,M,Male,2019-02-25,Verrieres Le Buisson
